Frac Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrophysical Details,,,,,,,Depth Details,,,,,,,,First PLT Details,,,,,,,,,,,,Second PLT Details,,,,,,,,,,,PLT Details (2021-22),,,,,,,,,,
Campaign,Well,Pad,Stage,Date of Frac,Formation,No. of Clusters,Total Holes,Max Injection Rate,Pre-Frac BH ISIP Grad,MF BH ISIP Grad,Design Proppant ,100 Mesh,40-70,20-40,16-30,Actual Proppant,Max PPA,Clean Volume,Slurry Volume,Total XL Fluid,Max HHP,Frac Pumped,Refrac,SRT,SDT,DFIT / MFO,MinFrac / Datafrac,Temp Survey,DFIT Signature (PDL/HR/Normal/Other),Transmissibility (if ACA for DFIT done),Flush called @ PPA,Remarks,Net Pay (m),Net Pay fraction (%),Stage Kh (mDM),Stage Kh fraction (%),Stage Permeability (MD),Proppant per Net pay (Actual),Remarks_2,Top of Topmost clstr (mMD),Bot of Botmost clstr (mMD),Spread of Stage,Top of Topmost clstr (mTVD),Bot of Botmost clstr (mTVD),Topmost Cluster (mTVDSS),Topmost Cluster (Northing),Topmost Cluster (Easting),Date of PLT/FGS,Water (bpd),Water Contri (%),Oil (bpd),Oil Contri (%),Gas (MSCFD),Gas Contri (%),BHP (psia),Reservoir Pressure (psia),Gas PI (SCFD/psi),No. of Contributing Clusters (during 1st PLT),First PLT Remark,Date of PLT/FGS_2,Water_2 (bpd),Water Contri_2 (%),Oil_2 (bpd),Oil Contri_2 (%),Gas_2 (MSCFD),Gas Contri_2 (%),BHP_2 (psia),Reservoir Pressure_2 (psia),Gas PI_2 (SCFD/psi),Secod PLT Remark,Date of PLT/FGS_3,Water_3 (bpd),Water Contri_3 (%),Oil_3 (bpd),Oil Contri_3 (%),Gas_3 (MSCFD),Gas Contri_3 (%),BHP_3 (psia),Reservoir Pressure_3 (psia),Gas PI_3 (SCFD/psi),PLT (2021-22) Remark
15-W,Raag-25,1,5,08/Mar/2016,Basalt,4,28,30.3,0.81,0.95,"250,000","7,808",,"111,599 ","131,441 ","250,561 ",7.2,2166,2196,,,Yes,No,Yes,Yes,No,No,Yes,,,,SRT and Mainfrac together. Post Main frac temperature survey.,35.8,15%,5.0,15%,0.139,"6,993",,2930.0,2972.8,42.8,2917.0,2959.7,2857.1,836559.7,2518812.6,30-Sep-16,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,4165,5117,0.0,0,,02-Mar-17,0.0,#DIV/0!,153.8,34.57%,1992.9,34.42%,4617,5117,3983.5,,10-May-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1783,5117,0.0,
15-W,Raag-25,1,4,05/Mar/2016,Basalt,4,30,18.1,1.10,SO,"248,010","8,230",,"122,354 ","118,373 ","240,830 ",7.2,1963,2196,,,Yes,No,Yes,Yes,No,No,Yes,,,,Got Screen out during Flush Stage. Fluctuaions in X-linker Rate-bug in PCM  computer HMI. Post SRT Temp Survey.,21.3,9%,3.2,10%,0.152,"11,328",,2995.0,3046.0,51.0,2981.8,3032.7,2922.0,836559.4,2518808.5,30-Sep-16,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,4195,5143,0.0,0,,02-Mar-17,0.0,#DIV/0!,37.3,8.38%,488.2,8.43%,4642,5143,974.9,,10-May-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1793,5143,0.0,
15-W,Raag-25,1,3,01/Mar/2016,Basalt,3,30,27.8,0.87,1.05,"243,000","8,364",,"132,495 ","47,638 ","187,852 ",6.2,2067,2246,,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp Survey,27.3,12%,3.9,11%,0.142,"6,889",,3083.8,3119.8,36.0,3070.3,3106.0,3010.4,836561.3,2518800.5,30-Sep-16,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,4230,5178,0.0,0,,02-Mar-17,0.0,#DIV/0!,53.8,12.10%,627.3,10.84%,4678,5178,1254.2,,10-May-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1811,5178,0.0,
15-W,Raag-25,1,2,27/Feb/2016,Basalt,4,30,27.8,0.81,0.85,"236,000","8,265",,"144,535 ","91,680 ","243,772 ",7.7,2208,2436,,,Yes,No,Yes,Yes,Yes,No,Yes,HR,,,Post Main Frac Temp Survey. DFIT with single perf,28.8,12%,3.9,12%,0.136,"8,464",,3138.5,3170.6,32.1,3124.6,3156.6,3064.8,836563.2,2518794.9,30-Sep-16,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,4265,5200,0.0,0,Only qualitative interpretation,02-Mar-17,0.0,#DIV/0!,39.7,8.91%,482.2,8.33%,4704,5200,971.4,,10-May-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,1833,5200,0.0,
15-W,Raag-25,1,1,23/Feb/2016,Basalt,4,48,27.8,0.78,0.89,"302,333","8,073",,"262,598 ","31,592 ","302,263 ",7.6,2417,2698,,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp Survey,44.0,19%,8.3,24%,0.188,"6,865",,3333.0,3410.2,77.2,3318.0,3394.6,3258.1,836574.6,2518775.3,30-Sep-16,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,4480,5277,0.0,0,Bad Spinner response,02-Mar-17,0.0,#DIV/0!,5.2,1.17%,62.7,1.08%,4845,5277,145.1,,10-May-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,2040,5277,0.0,Issues in PLT interpretation
5-W,Raag-26,4,7,03/Sep/2015,Fatehgarh,3,24,37.8,0.82,0.88,"268,314","9,103",,"181,632 ","104,034 ","294,796 ",7.9,2309,2570,,,Yes,No,No,No,No,No,,,,,,16.3,8%,18.0,33%,1.106,"18,141",,2784.0,2833.6,49.6,2755.9,2804.8,2693.0,837452.4,2517279.5,08-Dec-15,0.0,#DIV/0!,25.1,6.08%,581.0,9.64%,4193,5052,676.4,3,,,0.0,#DIV/0!,0.0,#DIV/0!,581.0,9.64%,4193,5052,676.4,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,683,5052,0.0,
5-W,Raag-26,4,6,01/Sep/2015,Basalt,3,24,37.1,0.86,0.90,"267,131","9,150",,"179,213 ","83,200 ","184,846 ",7.7,2152,2393,,,Yes,No,No,No,No,No,,,,,,22.1,11%,4.0,7%,0.181,"8,360",,2928.0,2952.8,24.8,2898.0,2922.5,2835.1,837433.6,2517266.3,08-Dec-15,0.0,#DIV/0!,85.4,20.71%,1674.8,27.78%,4246,5109,1939.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,1674.8,27.78%,4246,5109,1939.1,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,694,5109,0.0,
5-W,Raag-26,4,5,28/Aug/2015,Basalt,3,24,37.3,0.84,N/A,"268,314","9,487",,"175,359 ",0 ,"184,846 ",7.4,1761,1925,,,Yes,No,No,No,No,No,,,,,,24.9,12%,3.8,7%,0.151,"7,432",,2979.8,3017.5,37.7,2949.2,2986.5,2886.3,837427.1,2517261.3,08-Dec-15,0.0,#DIV/0!,51.5,12.50%,1015.2,16.84%,4264,5130,1173.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,1015.2,16.84%,4264,5130,1173.1,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,699,5130,0.0,
5-W,Raag-26,4,4,03/Jan/2015,Felsic,3,67,33.9,0.74,0.81,"260,778","3,395",,"205,380 ","50,590 ","259,365 ",8.6,2108,2339,,,Yes,No,No,No,Yes,No,,?,,,,58.1,29%,9.0,16%,0.154,"4,467",,3053.4,3101.1,47.7,3021.9,3069.1,2959.0,837418.7,2517254.1,08-Dec-15,0.0,#DIV/0!,82.1,19.92%,1155.7,19.17%,4293,5159,1334.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,1155.7,19.17%,4293,5159,1334.1,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,706,5159,0.0,
5-W,Raag-26,4,3,30/Dec/2014,Felsic,2,54,26.7,0.80,0.97,"211,029","3,383",,"171,749 ","37,805 ","212,937 ",8.5,1798,1986,,,Yes,No,No,No,Yes,Yes,,PDL,,,,22.8,11%,4.7,9%,0.208,"9,335",,3150.4,3164.7,14.3,3117.6,3131.7,3054.7,837408.7,2517241.7,08-Dec-15,0.0,#DIV/0!,69.5,16.85%,877.9,14.56%,4332,5197,1015.2,2,,,0.0,#DIV/0!,0.0,#DIV/0!,877.9,14.56%,4332,5197,1015.2,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,724,5197,0.0,
5-W,Raag-26,4,2,21/Dec/2014,Felsic,2,48,25.0,0.89,1.00,"204,309","2,473",,"106,223 ",0 ,"108,696 ",6.8,1508,1607,,,Yes,No,No,no,Yes,Yes,,?,,,2 DFITs were carried out,28.7,14%,5.0,9%,0.174,"3,782",,3226.0,3258.0,32.0,3192.0,3223.5,3129.1,837401.4,2517230.4,08-Dec-15,0.0,#DIV/0!,63.3,15.36%,406.3,6.74%,4371,5227,474.5,2,,,0.0,#DIV/0!,0.0,#DIV/0!,406.3,6.74%,4371,5227,474.5,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,749,5227,0.0,
5-W,Raag-26,4,1,10/Dec/2014,Felsic,1,102,25.9,0.80,0.78,"211,029","3,081",,"136,258 ",0 ,"139,339 ",9.5,1573,1704,,,Yes,No,Yes,Yes,Yes,No,,PDL,,,Either tip extension or existance of complex fracture network,28.8,14%,10.1,19%,0.352,"4,843",,3395.0,3400.0,5.0,3357.9,3362.8,3295.0,837384.1,2517203.4,08-Dec-15,0.0,#DIV/0!,35.4,8.58%,318.4,5.28%,4480,5293,391.6,1,,,0.0,#DIV/0!,0.0,#DIV/0!,318.4,5.28%,4480,5293,391.6,,7-Nov-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5293,#DIV/0!,Issues in PLT interpretation
15-W,Raag-27,4,4,04/Apr/2016,Basalt,5,28,30.2,0.82,0.86,"410,000","6,782",,"150,450 ","271,794 ","428,000 ",7.5,3466,3880,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey post main frac,84.3,43%,15.9,55%,0.189,"5,080",,3134.0,3233.6,99.6,2987.3,3084.2,2924.4,836791.4,2517314.7,24-Dec-16,0.0,0.00%,174.3,56.01%,2634.3,60.29%,4544,5145,4380.7,4,,29-Apr-17,0.0,0.00%,133.0,47.20%,3355.7,59.63%,3311,5145,1829.6,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5145,#DIV/0!,
15-W,Raag-27,4,3,31/Mar/2016,Felsic + Basalt,3,28,33.3,0.73,0.82,"309,000","6,989",,"115,867 ","188,714 ","311,000 ",7.7,2539,2830,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey post main frac,55.0,28%,6.8,24%,0.124,"5,655",,3285.0,3337.8,52.8,3134.1,3185.3,3071.2,836760.1,2517297.9,24-Dec-16,0.0,0.00%,67.7,21.75%,1023.7,23.43%,4603,5204,1703.0,2,,29-Apr-17,18.9,14.11%,71.4,25.36%,1454.4,25.84%,3365,5204,791.1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5204,#DIV/0!,
15-W,Raag-27,4,2,30/Mar/2016,Felsic,3,28,24.9,0.88,1.16,"246,000","8,128",,"126,515 ","78,881 ","213,000 ",6.1,2160,2360,,,Yes,No,Yes,Yes,No,No,No,,,,,19.9,10%,2.1,7%,0.105,"10,687",,3373.6,3424.9,51.3,3219.9,3269.6,3157.0,836741.3,2517286.6,24-Dec-16,0.0,0.00%,55.2,17.75%,546.2,12.50%,4660,5238,945.2,1,,29-Apr-17,77.4,57.79%,50.3,17.84%,586.6,10.42%,3418,5238,322.2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5238,#DIV/0!,
15-W,Raag-27,4,1,27/Mar/2016,Felsic,3,54,21.9,0.84,0.89,"302,000","8,661",,"159,220 ","135,688 ","303,000 ",6.0,2517,2688,,,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,"In Attempt-1 pressure were high after which wellobre CO was done, Injection test followed by A-2",35.6,18%,4.0,14%,0.111,"8,506",,3513.2,3578.3,65.1,3355.2,3418.1,3292.3,836712.1,2517267.8,24-Dec-16,19.9,100.00%,14.0,4.49%,164.9,3.77%,4783,5292,323.7,2,,29-Apr-17,37.6,28.10%,27.1,9.60%,230.9,4.10%,3529,5292,131.0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5292,#DIV/0!,Last PLT on 10 Dec 2019
5-W,Raag-28,4,7,22/Aug/2015,Fatehgarh,3,24,36.1,0.80,0.86,"267,131","8,108",,"192,089 ","37,543 ","237,740 ",7.9,2241,2452,,,Yes,No,No,No,No,No,,,,,,38.9,20%,63.5,73%,1.660,"6,118",From Rajvardhan's Sheet,2742.0,2770.1,28.0,2713.8,2741.3,2650.9,837909.3,2517874.7,11-Nov-15,0.0,#DIV/0!,295.1,55.78%,4796.0,56.18%,3789,5036,3845.9,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5036,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,363,5036,0.0,
5-W,Raag-28,4,6,20/Aug/2015,Basalt,1,39,37.6,N/A,0.88,"267,131","7,554",,"192,511 ","70,908 ","270,973 ",7.9,2061,2301,,,Yes,No,No,No,No,No,,,,,,21.5,11%,3.9,5%,0.187,"12,610",From Rajvardhan's Sheet,2891.1,2915.1,24.1,2860.1,2883.8,2797.2,837923.9,2517897.9,11-Nov-15,0.0,#DIV/0!,78.7,14.87%,1283.1,15.03%,3831,5094,1016.1,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5094,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,368,5094,0.0,
5-W,Raag-28,4,5,18/Aug/2015,Basalt,3,24,35.2,N/A,0.85,"264,880","8,570",,"178,871 ","78,070 ","265,511 ",7.9,2219,2454,,,Yes,No,No,No,No,No,,,,,,44.0,23%,4.8,5%,0.110,"6,028",From Rajvardhan's Sheet,3105.0,3115.4,10.4,3069.8,3079.9,3006.9,837945.0,2517930.4,11-Nov-15,0.0,#DIV/0!,109.3,20.66%,1749.5,20.49%,3867,5178,1334.0,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5178,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,407,5178,0.0,
5-W,Raag-28,4,4,16/Aug/2015,Basalt,3,24,36.6,N/A,0.73,"264,340","9,492",,"199,008 ","60,751 ","269,251 ",7.8,2259,2484,,,Yes,No,No,No,No,No,,,,,,43.3,23%,6.4,7%,0.149,"6,221",From Rajvardhan's Sheet,3155.0,3182.2,27.1,3118.6,3145.1,3055.7,837954.4,2517943.2,11-Nov-15,0.0,#DIV/0!,42.2,7.97%,655.2,7.68%,3920,5197,512.8,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5197,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,417,5197,0.0,
5-W,Raag-28,4,3,09/Jan/2015,Felsic,2,48,26.6,0.68,0.72,"199,689","6,600",,"182,400 ","51,200 ","222,946 ",8.5,1868,2042,,,Yes,No,No,No,Yes,Yes,,?,,,,41.9,22%,8.6,10%,0.209,"5,320",From Rajvardhan's Sheet,3227.6,3247.7,20.1,3189.5,3209.2,3126.6,837962.8,2517954.2,11-Nov-15,0.0,#DIV/0!,3.8,0.72%,53.4,0.63%,4007,5226,43.8,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5226,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,462,5226,0.0,
5-W,Raag-28,4,2,05/Jan/2015,Felsic,2,48,28.4,0.86,1.04,"127,129",,,,,"133,249 ",6.3,1683,1806,,,Yes,No,No,No,Yes,Yes,,HR,,,Secondary Storage signature due to either Height Growth or Transverse Storage mechanism,,0%,,0%,,#DIV/0!,Isolated Stage,3377.5,3393.1,15.6,3336.8,3352.2,3273.9,837979.9,2517974.4,11-Nov-15,0.0,#DIV/0!,0.0,0.00%,0.0,0.00%,#DIV/0!,5285,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5285,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5285,#DIV/0!,
5-W,Raag-28,4,1,16/Mar/2014,Felsic,1,98,20.0,0.66,,"207,100",,,,,"231,415 ",8.8,2110,2319,,,Yes,No,Yes,Yes,No,No,,,,,,,0%,,0%,,#DIV/0!,Isolated Stage,3577.6,3582.6,5.0,3534.2,3539.2,3471.3,838000.3,2517996.5,11-Nov-15,0.0,#DIV/0!,0.0,0.00%,0.0,0.00%,#DIV/0!,5364,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5364,#DIV/0!,,10-Oct-21,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5364,#DIV/0!,
15-W,Raag-29,1,8,10/Oct/2018,Fatehgarh,4,30,27.1,,0.87,"239,514",0,,"135,598 ","156,052 ","291,650 ",7.5,2314,2583,,,Yes,No,,,,,,,,,,,0%,,0%,,#DIV/0!,,2804.2,2843.4,39.2,2727.0,2765.3,2664.1,837454.6,2518179.3,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5041,#DIV/0!,0,,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5041,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5041,#DIV/0!,
15-W,Raag-29,1,7,10/Oct/2018,Fatehgarh,3,30,27.0,,1.01,"268,724",0,,"135,405 ","128,485 ","263,890 ",7.2,2276,2523,,,Yes,No,,,,,Yes,,,,Temp survey after Main Frac,,0%,,0%,,#DIV/0!,,2868.9,2897.1,28.2,2790.2,2817.8,2727.3,837450.6,2518189.9,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5066,#DIV/0!,0,,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5066,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5066,#DIV/0!,
15-W,Raag-29,4,6,30/Sep/2018,Basalt,4,30,26.2,0.89,1.01,"224,000",0,,"99,132 ","60,814 ","159,000 ",7.4,1899,2044,,,Yes,No,No,No,Yes,No,Yes,,,,Temp survey after Main Frac,,0%,,0%,,#DIV/0!,,2960.0,3013.9,53.9,2879.5,2932.4,2816.6,837446.6,2518212.1,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5102,#DIV/0!,0,,14-Jul-17,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5102,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5102,#DIV/0!,
15-W,Raag-29,4,5,28/Sep/2018,Basalt,4,30,27.5,N/A,0.77,"228,942",0,,"117,986 ","115,924 ","233,910 ",8.9,2164,1952,,,Yes,No,No,No,No,Yes,Yes,,,,Temp survey after Main Frac and Data Frac,,0%,,0%,,#DIV/0!,,3056.0,3098.8,42.8,2973.8,3015.9,2910.9,837443.1,2518227.2,,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5140,#DIV/0!,0,,14-Jul-17,0.0,0.00%,0.0,0.00%,0.0,0.00%,#DIV/0!,5140,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5140,#DIV/0!,
15-W,Raag-29,4,4,12/Apr/2016,Basalt,3,27,30.3,0.80,1.01,"239,000",0,,"122,466 ","125,060 ","247,000 ",7.7,2273,2502,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey after Main Frac,21.8,16%,6.5,25%,,"11,330",From Rajvardhan's Sheet,3128.0,3157.9,29.9,3044.6,3074.0,2981.7,837441.3,2518237.9,16-Dec-16,2.7,3.04%,313.3,52.90%,3345.3,63.62%,3470,5168,1970.8,3,,14-Jul-17,0.0,0.00%,94.8,37.65%,2745.7,54.72%,3039,5168,1289.7,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5168,#DIV/0!,
15-W,Raag-29,4,3,11/Apr/2016,Basalt,3,26,23.2,N/A,1.23,"239,000",0,,"129,136 ","114,892 ","243,000 ",7.5,1990,2217,,,Yes,Yes,No,No,No,No,No,,,,Refracked due to equipment failure at 0.5 PPA stage,22.6,17%,5.5,21%,,"10,752",From Rajvardhan's Sheet,3191.8,3224.0,32.2,3107.4,3139.1,3044.5,837440.5,2518249.3,16-Dec-16,47.3,53.93%,100.4,16.96%,1033.5,19.65%,3507,5193,613.1,3,,14-Jul-17,4.7,33.36%,43.0,17.09%,1248.4,24.88%,3066,5193,587.0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5193,#DIV/0!,
15-W,Raag-29,4,2,07/Apr/2016,Basalt,1,59,30.3,0.77,0.81,"141,000",0,,"121,251 ","56,814 ","177,000 ",7.2,1868,2034,,,Yes,No,Yes,Yes,No,No,No,,,,,18.9,14%,2.2,9%,,"9,365",From Rajvardhan's Sheet,3281.0,3284.0,3.0,3195.2,3198.2,3132.3,837439.0,2518259.3,16-Dec-16,18.9,21.53%,94.0,15.87%,655.6,12.47%,3557,5228,392.4,1,,14-Jul-17,4.7,33.36%,39.7,15.75%,807.4,16.09%,3116,5228,382.3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5228,#DIV/0!,
15-W,Raag-29,4,1,06/Apr/2016,Felsic,3,48,30.5,0.70,0.79,"239,000","7,645",,"114,261 ","147,285 ","268,000 ",7.1,2168,2421,,,Yes,No,Yes,Yes,No,No,No,,,,,71.1,53%,11.3,44%,,"3,769",From Rajvardhan's Sheet,3368.4,3431.0,62.6,3281.3,3342.8,3218.4,837438.1,2518286.0,16-Dec-16,18.9,21.50%,84.5,14.27%,224.2,4.26%,3653,5263,139.3,2,,14-Jul-17,4.7,33.29%,74.3,29.51%,216.6,4.32%,3214,5263,105.7,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5263,#DIV/0!,
15-W,Raag-30,4,7,24/Apr/2016,Basalt,6,36,29.5,0.89,1.06,"346,000",0,,"136,742 ","226,201 ","362,000 ",7.7,2757,3100,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey after SRT,29.2,15%,5.6,14%,0.192,"12,397",,2877.5,2967.6,90.1,2713.2,2797.6,2650.3,837751.3,2518526.8,20-Dec-16,0.0,0.00%,112.7,35.34%,1678.3,38.70%,4523,5035,3278.0,5,,24-Jul-17,0.0,0.00%,136.0,29.42%,1495.1,30.02%,4454,5035,2570.4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5035,#DIV/0!,
15-W,Raag-30,4,6,14/Apr/2016,Basalt,5,28,30.0,0.86,1.13,"339,000",0,,"122,533 ","218,709 ","341,000 ",7.9,2864,3181,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey after Main Frac,28.1,15%,5.7,14%,0.201,"12,122",,2982.0,3029.0,47.0,2811.0,2854.6,2748.1,837752.9,2518549.5,20-Dec-16,0.0,0.00%,132.6,41.59%,1862.6,42.95%,4562,5074,3638.0,5,,24-Jul-17,0.0,0.00%,185.4,40.10%,2181.1,43.80%,4492,5074,3743.9,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5074,#DIV/0!,
15-W,Raag-30,4,5,11/Apr/2016,Basalt,1,50,25.4,0.92,1.19,"240,000",0,,"113,901 ","84,770 ","198,000 ",7.5,2007,2192,,,Yes,No,Yes,Yes,No,No,No,,,,,6.0,3%,1.1,3%,0.187,"32,890",,3098.0,3103.0,5.0,2917.8,2922.4,2854.9,837755.3,2518577.2,20-Dec-16,0.0,0.00%,7.0,2.20%,94.6,2.18%,4616,5117,188.7,1,,24-Jul-17,0.0,0.00%,19.5,4.21%,239.7,4.81%,4544,5117,418.1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5117,#DIV/0!,
15-W,Raag-30,4,4,09/Apr/2016,Basalt,5,30,25.3,1.00,1.33,"249,000",0,,"107,760 ",0 ,"107,000 ",5.5,1724,1823,,,Yes,No,Yes,Yes,No,No,Yes,,,,Temp survey after Main Frac,17.4,9%,3.0,7%,0.172,"6,135",,3150.9,3218.1,67.2,2966.1,3026.9,2903.2,837759.5,2518626.9,20-Dec-16,47.6,96.16%,59.5,18.67%,609.9,14.06%,4645,5136,1239.9,4,,24-Jul-17,0.0,0.00%,83.2,17.99%,980.2,19.69%,4570,5136,1729.3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5136,#DIV/0!,
15-W,Raag-30,4,3,02/Apr/2016,Basalt,5,30,27.7,0.82,0.88,"361,000",0,,"203,518 ","230,127 ","433,000 ",7.7,3568,3971,,,Yes,No,Yes,Yes,No,No,No,,,,,31.0,16%,5.4,14%,0.175,"13,968",,3241.0,3346.8,105.8,3047.5,3141.0,2984.6,837766.5,2518686.1,20-Dec-16,0.0,0.00%,6.8,2.13%,88.4,2.04%,4723,5169,198.3,2,,24-Jul-17,0.0,0.00%,37.7,8.16%,81.6,1.64%,4638,5169,153.6,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5169,#DIV/0!,
15-W,Raag-30,4,2,29/Mar/2016,Basalt,3,24,24.2,0.85,1.01,"252,000",0,,"127,665 ","106,556 ","234,000 ",7.2,2461,2688,,,Yes,No,Yes,Yes,Yes,No,No,?,,,Not clear - Potential open natural fracture,31.6,17%,5.6,14%,0.176,"7,414",,3427.8,3482.0,54.2,3210.9,3257.1,3148.0,837777.4,2518754.3,20-Dec-16,1.0,1.92%,0.1,0.03%,1.4,0.03%,4939,5234,4.7,0,,24-Jul-17,0.0,0.00%,0.6,0.13%,1.3,0.03%,4840,5234,3.2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5234,#DIV/0!,
15-W,Raag-30,4,1,26/Mar/2016,Felsic,3,28,23.4,0.65,0.77,"252,000",0,,"107,880 ","144,636 ","252,000 ",8.0,2452,2688,,,Yes,No,Yes,Yes,Yes,No,Yes,HR,,,Temp survey after Main Frac,47.9,25%,13.6,34%,0.285,"5,266",,3508.4,3557.0,48.6,3279.4,3319.9,3216.5,837784.7,2518794.4,20-Dec-16,1.0,1.92%,0.1,0.03%,1.4,0.03%,5032,5262,6.0,0,,24-Jul-17,19.0,100.00%,0.0,0.00%,0.5,0.01%,4931,5262,1.6,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5262,#DIV/0!,
